"local_id","p_agegp","agegp1","agegp2","agegp3","agegp4","agegp5","agegp6"
2398,"agegp5",NA,NA,1,NA,NA,NA
2399,"agegp6",NA,NA,NA,1,NA,1
2401,"agegp6",NA,NA,NA,NA,NA,2
2404,"agegp5",NA,NA,NA,NA,4,NA
2406,"agegp5",NA,2,NA,1,2,NA
2407,"agegp5",NA,NA,NA,1,1,NA
2408,"agegp5",NA,NA,NA,NA,1,NA
2409,"agegp5",NA,NA,NA,NA,1,NA
2410,"agegp6",NA,1,NA,NA,10,9
2412,"agegp5",NA,NA,1,NA,12,3
2414,"agegp6",NA,NA,NA,NA,NA,1
2415,"agegp6",NA,1,NA,NA,NA,4
2416,"agegp6",NA,NA,NA,NA,NA,2
2417,"agegp5",NA,1,NA,NA,NA,1
2419,"agegp4",NA,1,1,2,1,1
2420,"agegp5",NA,NA,1,NA,NA,NA
2421,"agegp5",NA,NA,NA,NA,1,NA
2422,"agegp5",NA,1,2,NA,1,NA
2423,"agegp5",NA,NA,NA,NA,NA,1
2424,"agegp5",NA,NA,NA,NA,4,NA
2425,"agegp5",NA,NA,1,NA,1,NA
2426,"agegp5",NA,NA,NA,NA,1,NA
2427,"agegp5",NA,NA,3,NA,NA,NA
2428,"agegp5",NA,1,1,NA,6,NA
2429,"agegp5",NA,1,NA,NA,2,NA
2431,"agegp6",NA,NA,NA,NA,NA,1
2432,"agegp5",1,4,NA,NA,NA,NA
2433,"agegp5",NA,1,1,NA,2,NA
2435,"agegp5",NA,NA,NA,1,NA,NA
2436,"agegp6",NA,NA,NA,NA,2,1
2437,"agegp5",NA,NA,NA,NA,NA,1
2440,"agegp6",NA,2,1,2,1,3
2441,"agegp5",NA,2,NA,NA,5,NA
2442,"agegp6",NA,1,1,NA,1,2
2444,"agegp5",NA,NA,1,NA,NA,NA
2445,"agegp5",NA,NA,1,NA,1,NA
2446,"agegp5",NA,NA,1,NA,8,4
2447,"agegp6",NA,1,NA,NA,NA,NA
2448,"agegp6",NA,NA,NA,NA,NA,2
2449,"agegp6",NA,NA,NA,NA,2,NA
2451,"agegp6",NA,NA,1,NA,NA,1
2452,"agegp5",NA,NA,1,1,1,NA
2453,"agegp5",NA,1,1,NA,3,NA
2455,"agegp5",NA,NA,NA,NA,NA,2
2456,"agegp5",NA,NA,1,NA,2,2
2457,"agegp6",NA,NA,NA,NA,1,4
2458,"agegp6",NA,1,1,NA,1,1
2459,"agegp5",NA,NA,NA,2,7,3
2460,"agegp5",NA,2,1,1,1,NA
2461,"agegp6",NA,NA,2,NA,1,2
2462,"agegp5",NA,NA,2,NA,NA,NA
2464,"agegp5",NA,NA,NA,1,4,NA
2465,"agegp5",NA,NA,1,NA,2,NA
2466,"agegp6",NA,1,1,3,3,NA
2467,"agegp6",NA,NA,2,NA,4,1
2468,"agegp5",NA,NA,1,4,3,1
2469,"agegp5",NA,1,1,1,2,NA
2470,"agegp5",NA,NA,1,5,3,NA
2471,"agegp5",NA,NA,1,NA,1,NA
2472,"agegp4",NA,NA,NA,1,6,1
2473,"agegp6",NA,NA,NA,NA,NA,5
2474,"agegp6",NA,NA,NA,1,NA,1
2475,"agegp6",NA,NA,NA,NA,NA,1
2476,"agegp5",NA,NA,2,NA,1,NA
2477,"agegp5",NA,NA,2,NA,1,1
2478,"agegp5",NA,3,2,NA,3,3
2479,"agegp5",NA,NA,NA,NA,2,2
2480,"agegp6",NA,NA,NA,NA,1,1
2481,"agegp5",NA,NA,NA,NA,3,NA
2482,"agegp5",NA,NA,1,NA,1,NA
2483,"agegp5",NA,1,NA,1,2,3
2484,"agegp6",NA,NA,1,2,3,1
2485,"agegp5",NA,1,2,3,2,2
2486,"agegp6",NA,1,2,1,1,2
2488,"agegp5",NA,1,1,NA,2,2
2489,"agegp5",NA,NA,1,NA,NA,NA
2490,"agegp5",NA,NA,NA,NA,1,NA
2491,"agegp5",NA,2,NA,2,2,NA
2492,"agegp4",NA,NA,1,3,5,2
2493,"agegp6",NA,NA,NA,1,NA,1
2494,"agegp5",NA,4,2,NA,1,NA
2495,"agegp6",NA,NA,NA,NA,NA,1
2497,"agegp6",NA,NA,NA,NA,NA,3
2498,"agegp5",NA,NA,NA,NA,2,NA
2499,"agegp5",NA,2,1,1,2,NA
2500,"agegp6",NA,NA,1,NA,2,1
2501,"agegp5",NA,NA,1,NA,1,1
2502,"agegp6",NA,NA,3,NA,2,NA
2503,"agegp5",NA,NA,NA,NA,2,NA
2504,"agegp6",NA,NA,NA,NA,NA,2
2505,"agegp5",NA,NA,2,NA,2,2
2506,"agegp5",NA,NA,2,NA,1,NA
2507,"agegp6",NA,1,NA,NA,1,1
2508,"agegp5",NA,2,1,NA,2,NA
2509,"agegp5",NA,1,NA,1,NA,1
2510,"agegp6",NA,2,NA,1,2,NA
2511,"agegp5",NA,NA,NA,NA,1,8
2512,"agegp5",NA,NA,NA,1,1,1
2513,"agegp6",NA,1,NA,NA,2,1
2514,"agegp4",NA,NA,NA,1,NA,NA
2515,"agegp4",NA,1,NA,NA,6,2
2516,"agegp5",NA,NA,NA,1,NA,1
2517,"agegp5",NA,NA,NA,NA,1,NA
2518,"agegp6",NA,NA,NA,NA,NA,2
2519,"agegp5",NA,NA,NA,1,1,NA
2520,"agegp6",NA,NA,NA,NA,1,NA
2521,"agegp6",NA,NA,3,NA,3,2
2522,"agegp5",NA,1,1,NA,6,NA
2523,"agegp5",NA,NA,2,1,1,1
2524,"agegp6",NA,1,NA,NA,2,NA
2525,"agegp5",NA,NA,NA,NA,NA,2
2526,"agegp5",NA,NA,NA,1,4,NA
2527,"agegp6",NA,NA,NA,NA,2,NA
2528,"agegp5",NA,NA,1,NA,1,NA
2529,"agegp5",NA,NA,5,NA,1,NA
2530,"agegp4",NA,NA,3,4,7,3
2531,"agegp4",NA,NA,NA,2,3,3
2532,"agegp4",NA,NA,NA,2,7,1
2533,"agegp5",NA,NA,2,NA,4,2
2534,"agegp6",NA,NA,NA,NA,NA,1
2535,"agegp5",NA,1,2,NA,4,NA
2536,"agegp6",1,1,NA,NA,4,1
2537,"agegp6",NA,NA,NA,NA,1,NA
2539,"agegp4",NA,NA,NA,4,7,1
2540,"agegp6",NA,NA,NA,NA,2,3
2543,"agegp5",NA,NA,NA,NA,1,NA
2544,"agegp5",NA,NA,1,NA,1,2
2545,"agegp6",NA,NA,1,NA,1,1
2546,"agegp5",NA,NA,NA,2,1,NA
2547,"agegp6",NA,NA,1,NA,2,2
2548,"agegp6",NA,1,NA,NA,1,8
2549,"agegp5",NA,NA,NA,1,1,NA
2550,"agegp6",NA,NA,NA,NA,NA,1
2551,"agegp5",NA,1,NA,NA,3,4
2552,"agegp5",1,1,1,NA,1,1
2553,"agegp5",NA,NA,1,NA,NA,1
2554,"agegp6",NA,NA,NA,NA,NA,2
2556,"agegp6",NA,NA,2,NA,NA,NA
2557,"agegp6",NA,NA,2,NA,1,1
2558,"agegp6",NA,NA,NA,NA,NA,1
2559,"agegp5",NA,NA,NA,NA,2,NA
2560,"agegp6",NA,NA,NA,NA,NA,1
2561,"agegp6",NA,NA,NA,NA,NA,1
2562,"agegp6",NA,NA,NA,NA,NA,2
2563,"agegp5",NA,NA,NA,7,6,NA
2564,"agegp5",NA,NA,NA,1,1,3
2568,"agegp4",NA,NA,1,NA,1,NA
2569,"agegp5",NA,NA,1,NA,1,NA
2570,"agegp5",NA,NA,NA,NA,1,NA
2571,"agegp5",NA,NA,NA,NA,1,NA
2572,"agegp6",NA,NA,NA,NA,1,NA
2573,"agegp4",NA,NA,NA,1,NA,NA
2574,"agegp6",NA,NA,1,NA,1,NA
2575,"agegp6",NA,NA,NA,NA,NA,1
2577,"agegp6",NA,NA,NA,NA,1,1
2578,"agegp5",NA,NA,NA,1,3,1
2579,"agegp5",NA,NA,NA,NA,1,2
2580,"agegp6",NA,NA,NA,1,4,1
2581,"agegp6",NA,NA,NA,NA,2,2
2582,"agegp5",NA,NA,NA,NA,5,1
2583,"agegp5",NA,NA,NA,1,7,2
2584,"agegp5",NA,NA,1,1,1,NA
2585,"agegp5",NA,NA,1,4,8,2
2586,"agegp6",NA,1,NA,NA,NA,1
2587,"agegp6",NA,1,NA,NA,NA,NA
2588,"agegp5",NA,NA,NA,1,2,1
2589,"agegp5",NA,NA,NA,1,3,1
2591,"agegp5",NA,NA,NA,NA,3,NA
2592,"agegp5",NA,3,1,1,5,NA
2593,"agegp5",NA,NA,NA,NA,3,NA
2594,"agegp5",NA,NA,NA,NA,2,1
2595,"agegp5",NA,NA,1,NA,1,NA
2596,"agegp6",NA,NA,NA,NA,1,NA
2597,"agegp5",NA,1,3,NA,2,NA
2598,"agegp5",NA,NA,NA,NA,2,1
2600,"agegp6",NA,NA,1,NA,4,1
2601,"agegp5",NA,3,1,NA,1,NA
2602,"agegp5",NA,16,NA,2,1,NA
2603,"agegp6",NA,1,2,NA,NA,NA
2604,"agegp6",NA,1,1,NA,3,2
2605,"agegp5",NA,2,1,3,5,8
2606,"agegp5",NA,4,NA,2,5,NA
2607,"agegp5",NA,NA,NA,1,NA,1
2608,"agegp5",NA,1,2,1,8,1
2609,"agegp5",NA,12,2,NA,NA,NA
2611,"agegp5",NA,NA,NA,NA,6,1
2612,"agegp6",NA,NA,NA,NA,NA,1
2614,"agegp6",NA,NA,NA,4,1,3
2615,"agegp6",NA,NA,3,2,3,2
2617,"agegp5",NA,NA,1,NA,4,1
2618,"agegp6",NA,NA,NA,NA,NA,1
2619,"agegp5",NA,NA,1,NA,4,1
2620,"agegp5",NA,6,3,NA,NA,1
2621,"agegp5",NA,1,3,NA,NA,NA
2622,"agegp6",NA,NA,7,NA,3,2
2623,"agegp6",NA,NA,NA,NA,NA,1
2624,"agegp5",NA,NA,NA,NA,1,NA
2625,"agegp6",NA,NA,NA,NA,1,NA
2627,"agegp4",NA,NA,NA,6,4,NA
2628,"agegp5",NA,NA,NA,NA,2,NA
2629,"agegp4",NA,1,NA,1,1,NA
2630,"agegp5",NA,NA,2,NA,4,NA
2632,"agegp6",NA,2,NA,NA,1,1
2633,"agegp5",NA,2,1,1,5,6
2634,"agegp6",NA,NA,2,NA,1,1
2635,"agegp5",NA,NA,NA,NA,1,1
2636,"agegp6",NA,NA,1,1,2,NA
2637,"agegp5",NA,1,1,NA,4,NA
2639,"agegp5",NA,NA,2,NA,NA,NA
2640,"agegp6",NA,NA,NA,NA,NA,1
2641,"agegp5",NA,NA,NA,NA,1,NA
2642,"agegp6",NA,NA,NA,1,NA,1
2643,"agegp5",NA,NA,NA,NA,NA,1
2644,"agegp5",NA,1,1,1,1,NA
2645,"agegp5",NA,NA,NA,1,9,1
2646,"agegp5",NA,NA,NA,2,1,NA
2647,"agegp6",NA,NA,1,2,7,NA
2648,"agegp6",NA,NA,NA,NA,NA,1
2649,"agegp6",NA,1,1,NA,NA,NA
2650,"agegp5",NA,2,8,1,2,NA
2652,"agegp5",NA,NA,NA,NA,1,NA
2654,"agegp6",NA,NA,NA,NA,NA,2
2655,"agegp6",NA,NA,NA,NA,3,1
2656,"agegp6",NA,NA,NA,NA,NA,2
2657,"agegp6",NA,NA,NA,NA,1,2
2658,"agegp5",1,NA,1,NA,1,2
2659,"agegp5",NA,NA,NA,NA,2,1
3001,"agegp2",NA,6,1,NA,2,3
3002,"agegp2",NA,5,NA,NA,3,NA
3003,"agegp3",NA,1,1,NA,2,NA
3004,"agegp2",NA,NA,1,1,2,1
3005,"agegp2",NA,1,NA,NA,2,2
3006,"agegp2",NA,1,NA,1,3,1
3007,"agegp3",NA,1,3,NA,4,NA
3008,"agegp3",NA,1,4,NA,2,2
3009,"agegp2",NA,18,1,NA,2,NA
3010,"agegp2",NA,NA,NA,1,2,1
3011,"agegp2",NA,1,NA,NA,3,NA
3012,"agegp2",NA,NA,1,NA,2,NA
3013,"agegp2",NA,NA,NA,NA,2,NA
3014,"agegp2",NA,NA,NA,NA,2,NA
3015,"agegp3",NA,NA,7,NA,2,2
3016,"agegp3",NA,NA,5,2,1,1
3017,"agegp3",NA,NA,8,NA,4,1
3018,"agegp2",NA,3,1,NA,6,3
3019,"agegp2",1,NA,2,NA,3,1
3020,"agegp1",NA,NA,1,NA,3,NA
3021,"agegp2",NA,NA,2,NA,3,1
3022,"agegp1",NA,3,3,NA,3,1
3023,"agegp2",NA,NA,NA,NA,2,NA
3024,"agegp1",NA,NA,NA,NA,3,NA
3025,"agegp1",NA,NA,2,NA,2,2
3026,"agegp1",NA,NA,2,NA,2,NA
3027,"agegp2",NA,NA,1,NA,2,1
3028,"agegp2",NA,1,NA,NA,2,NA
3029,"agegp2",NA,NA,1,NA,3,NA
3030,"agegp1",NA,1,1,NA,6,NA
3031,"agegp2",NA,1,NA,NA,2,2
3032,"agegp3",NA,3,3,NA,2,1
3033,"agegp2",NA,NA,3,NA,3,NA
3034,"agegp2",NA,3,2,NA,3,NA
3035,"agegp2",NA,2,6,NA,4,1
3036,"agegp2",NA,1,5,NA,3,NA
3037,"agegp2",NA,NA,2,NA,2,2
3038,"agegp2",NA,1,NA,NA,3,NA
3039,"agegp2",1,NA,NA,NA,2,NA
3040,"agegp1",NA,NA,2,NA,3,2
3041,"agegp1",NA,3,1,NA,4,NA
3042,"agegp2",NA,1,NA,NA,2,NA
3043,"agegp2",NA,NA,2,1,6,1
3044,"agegp2",NA,4,4,NA,2,NA
3045,"agegp3",NA,1,8,NA,2,NA
3046,"agegp2",NA,6,NA,NA,2,1
3047,"agegp2",NA,2,2,NA,3,NA
3048,"agegp3",NA,NA,3,NA,3,NA
3049,"agegp2",NA,NA,1,NA,2,2
3050,"agegp2",NA,6,NA,NA,5,NA
3051,"agegp1",1,NA,NA,NA,3,2
3052,"agegp3",NA,2,4,NA,2,2
3053,"agegp3",NA,1,NA,NA,1,3
3054,"agegp3",NA,NA,3,NA,1,NA
3055,"agegp3",NA,NA,6,NA,2,NA
3056,"agegp3",NA,NA,17,NA,2,2
3057,"agegp3",NA,NA,2,NA,2,2
3058,"agegp2",NA,3,1,NA,4,2
3059,"agegp2",NA,2,1,NA,2,NA
3060,"agegp2",NA,1,3,NA,1,2
3061,"agegp2",NA,NA,NA,NA,2,NA
3062,"agegp2",NA,NA,1,NA,2,2
3063,"agegp2",NA,1,1,1,2,1
3064,"agegp1",NA,1,NA,NA,4,2
3065,"agegp2",NA,NA,NA,NA,2,2
3066,"agegp2",NA,1,2,NA,3,NA
3067,"agegp3",NA,1,5,NA,3,NA
3068,"agegp3",NA,NA,4,NA,3,NA
3069,"agegp2",1,NA,1,NA,2,NA
3070,"agegp2",NA,NA,NA,NA,1,NA
3071,"agegp2",NA,5,2,NA,NA,1
3072,"agegp2",NA,2,NA,1,2,NA
3073,"agegp2",NA,NA,3,NA,3,2
3074,"agegp3",NA,NA,NA,NA,4,3
3075,"agegp3",NA,NA,2,NA,NA,NA
3076,"agegp2",NA,NA,2,NA,3,1
3077,"agegp2",NA,6,1,NA,3,NA
3078,"agegp2",NA,7,NA,1,8,NA
3079,"agegp2",NA,NA,NA,1,1,NA
3080,"agegp2",NA,NA,NA,3,7,2
3081,"agegp3",NA,1,2,NA,6,NA
3082,"agegp2",NA,6,4,NA,3,1
3083,"agegp2",NA,2,NA,NA,NA,NA
3084,"agegp2",NA,NA,1,NA,2,NA
3085,"agegp2",NA,NA,1,NA,4,NA
3086,"agegp2",NA,10,9,NA,4,NA
3087,"agegp2",NA,2,NA,2,2,1
3088,"agegp2",NA,1,1,2,3,2
3089,"agegp2",NA,1,NA,1,1,NA
3090,"agegp3",NA,NA,3,NA,4,NA
3091,"agegp3",NA,NA,NA,NA,NA,3
3092,"agegp2",NA,NA,NA,NA,5,NA
3094,"agegp3",NA,NA,6,NA,3,2
3095,"agegp3",NA,1,3,NA,4,1
3096,"agegp2",NA,1,1,NA,6,2
3097,"agegp2",NA,5,4,NA,4,1
3098,"agegp2",1,1,NA,NA,4,NA
3099,"agegp1",NA,2,1,2,5,NA
3100,"agegp2",NA,11,4,2,4,2
3101,"agegp2",NA,2,2,NA,4,NA
3102,"agegp2",NA,NA,2,NA,3,1
3103,"agegp2",NA,2,NA,NA,2,NA
3104,"agegp2",NA,6,NA,NA,7,NA
3105,"agegp3",NA,NA,7,NA,5,1
3106,"agegp3",NA,NA,4,NA,3,1
3107,"agegp2",NA,NA,2,2,5,NA
3108,"agegp2",NA,NA,NA,NA,1,1
3109,"agegp2",NA,NA,NA,NA,7,1
3110,"agegp3",NA,NA,5,NA,2,NA
3111,"agegp3",NA,1,2,NA,3,NA
3112,"agegp2",NA,NA,2,NA,2,NA
3113,"agegp1",NA,1,NA,NA,6,2
3114,"agegp2",NA,3,NA,3,1,NA
3115,"agegp2",NA,1,NA,1,3,2
3116,"agegp3",NA,2,22,NA,3,NA
3117,"agegp3",NA,1,20,NA,3,NA
3118,"agegp3",NA,1,NA,NA,2,NA
3119,"agegp2",NA,NA,1,2,6,2
3120,"agegp3",NA,NA,1,NA,2,NA
3121,"agegp3",NA,NA,2,NA,2,NA
3122,"agegp3",NA,NA,1,1,2,NA
3123,"agegp3",NA,1,3,NA,2,NA
3124,"agegp3",NA,NA,2,NA,2,NA
3125,"agegp3",NA,NA,2,NA,5,1
3126,"agegp2",1,1,NA,NA,2,2
3127,"agegp2",NA,1,3,1,3,NA
3128,"agegp3",NA,NA,NA,NA,1,NA
3129,"agegp3",NA,2,NA,NA,2,NA
3130,"agegp2",NA,10,NA,NA,10,NA
3131,"agegp2",NA,5,NA,NA,4,2
3132,"agegp2",NA,2,NA,NA,2,NA
3133,"agegp2",NA,2,4,1,1,2
3134,"agegp2",NA,1,NA,NA,3,NA
3135,"agegp2",NA,NA,NA,2,NA,1
3136,"agegp3",NA,NA,2,NA,2,NA
3137,"agegp3",NA,NA,7,1,1,2
3138,"agegp3",NA,NA,2,2,4,NA
3139,"agegp1",NA,1,NA,NA,2,2
3140,"agegp2",NA,NA,NA,NA,3,NA
3141,"agegp1",NA,NA,1,NA,NA,NA
3142,"agegp2",NA,NA,1,NA,2,1
3143,"agegp2",NA,5,1,NA,4,NA
3144,"agegp3",NA,2,2,1,3,NA
3145,"agegp3",NA,3,NA,NA,8,NA
3146,"agegp2",NA,NA,4,NA,3,NA
3147,"agegp3",NA,1,1,NA,NA,NA
3148,"agegp3",NA,1,2,2,5,2
3149,"agegp2",NA,NA,2,1,2,NA
3150,"agegp2",NA,NA,NA,NA,3,NA
3151,"agegp2",NA,1,NA,NA,1,NA
3152,"agegp2",1,NA,2,NA,2,3
3153,"agegp2",NA,2,1,NA,4,1
3154,"agegp2",NA,NA,NA,1,3,1
3155,"agegp2",NA,4,2,NA,3,4
3156,"agegp2",NA,1,NA,3,4,4
3157,"agegp2",NA,NA,NA,NA,1,NA
3158,"agegp1",5,NA,NA,NA,6,6
3159,"agegp2",NA,3,NA,NA,3,2
3160,"agegp2",NA,1,1,NA,3,2
