"","<1y","1-5y","6-14y","15-20y","21-49y","50+"
"<1y",0.4,0.0612244897959184,0.0279329608938547,0.00869565217391304,0.0486322188449848,0.028436018957346
"1-5y",0.8,1.87755102040816,0.446927374301676,0.208695652173913,0.613981762917933,0.251184834123223
"6-14y",0.933333333333333,1.13265306122449,4.22905027932961,1.11304347826087,0.860182370820669,0.464454976303318
"15-20y",0.133333333333333,0.357142857142857,0.430167597765363,3.18260869565217,0.458966565349544,0.293838862559242
"21-49y",3.46666666666667,2.92857142857143,2.26256983240223,2.08695652173913,2.34346504559271,1.18009478672986
"50+",1.26666666666667,0.806122448979592,0.553072625698324,0.608695652173913,0.808510638297872,1.33649289099526
